game_code,game,numbers,combination,draw_date,draw_time,jackpot,winners,source,source_id
3DL-9PM,3D Lotto 9PM,"[""9"", ""1"", ""9""]",9-1-9,2025-12-11,21:00,4500,13,lottomatik,3DLS0001185
6DL,6D Lotto,"[""5"", ""0"", ""9"", ""5"", ""6"", ""3""]",5-0-9-5-6-3,2025-12-11,21:00,1262347,0,lottomatik,6DLS0000169
LOTTO42,Lotto 6/42,"[""36"", ""26"", ""31"", ""03"", ""28"", ""21""]",36-26-31-03-28-21,2025-12-11,21:00,39894086.8,0,lottomatik,LOTTO42S0000169
SL49,Superlotto 6/49,"[""34"", ""45"", ""48"", ""31"", ""30"", ""44""]",34-45-48-31-30-44,2025-12-11,21:00,46850654,0,lottomatik,SL49S0000170
2DL-2PM,2D Lotto 2PM,"[""08"", ""23""]",08-23,2025-12-12,14:00,4000,5,lottomatik,2DLS0001186
3DL-2PM,3D Lotto 2PM,"[""0"", ""7"", ""2""]",0-7-2,2025-12-12,14:00,4500,2,lottomatik,3DLS0001186
2DL-5PM,2D Lotto 5PM,"[""14"", ""16""]",14-16,2025-12-12,17:00,4000,11,lottomatik,2DLS0001187
3DL-5PM,3D Lotto 5PM,"[""0"", ""6"", ""0""]",0-6-0,2025-12-12,17:00,4500,0,lottomatik,3DLS0001187
2DL-9PM,2D Lotto 9PM,"[""21"", ""08""]",21-08,2025-12-12,21:00,4000,5,lottomatik,2DLS0001188
3DL-9PM,3D Lotto 9PM,"[""3"", ""0"", ""6""]",3-0-6,2025-12-12,21:00,4500,13,lottomatik,3DLS0001188
4DL,4D Lotto,"[""2"", ""4"", ""2"", ""1""]",2-4-2-1,2025-12-12,21:00,587804,49,lottomatik,4DLS0000170
ML45,Megalotto 6/45,"[""27"", ""10"", ""24"", ""06"", ""25"", ""20""]",27-10-24-06-25-20,2025-12-12,21:00,21235078.2,0,lottomatik,ML45S0000170
UL58,Ultra Lotto 6/58,"[""27"", ""45"", ""48"", ""40"", ""15"", ""58""]",27-45-48-40-15-58,2025-12-12,21:00,49500000,0,lottomatik,UL58S0000170
2DL-2PM,2D Lotto 2PM,"[""21"", ""08""]",21-08,2025-12-13,14:00,4000,3,lottomatik,2DLS0001189
3DL-2PM,3D Lotto 2PM,"[""9"", ""3"", ""9""]",9-3-9,2025-12-13,14:00,4500,2,lottomatik,3DLS0001189
2DL-5PM,2D Lotto 5PM,"[""27"", ""05""]",27-05,2025-12-13,17:00,4000,2,lottomatik,2DLS0001190
3DL-5PM,3D Lotto 5PM,"[""1"", ""7"", ""7""]",1-7-7,2025-12-13,17:00,4500,2,lottomatik,3DLS0001190
2DL-9PM,2D Lotto 9PM,"[""19"", ""03""]",19-03,2025-12-13,21:00,4000,7,lottomatik,2DLS0001191
3DL-9PM,3D Lotto 9PM,"[""9"", ""8"", ""3""]",9-8-3,2025-12-13,21:00,4500,3,lottomatik,3DLS0001191
6DL,6D Lotto,"[""0"", ""0"", ""0"", ""3"", ""2"", ""9""]",0-0-0-3-2-9,2025-12-13,21:00,1616768.8,0,lottomatik,6DLS0000170
GL55,Grand Lotto 6/55,"[""46"", ""52"", ""09"", ""37"", ""40"", ""17""]",46-52-09-37-40-17,2025-12-13,21:00,204170773.4,0,lottomatik,GL55S0000171
LOTTO42,Lotto 6/42,"[""18"", ""03"", ""10"", ""33"", ""17"", ""22""]",18-03-10-33-17-22,2025-12-13,21:00,44542378.2,0,lottomatik,LOTTO42S0000170
2DL-2PM,2D Lotto 2PM,"[""28"", ""07""]",28-07,2025-12-14,14:00,4000,5,lottomatik,2DLS0001192
3DL-2PM,3D Lotto 2PM,"[""0"", ""6"", ""3""]",0-6-3,2025-12-14,14:00,4500,4,lottomatik,3DLS0001192
2DL-5PM,2D Lotto 5PM,"[""26"", ""22""]",26-22,2025-12-14,17:00,4000,5,lottomatik,2DLS0001193
3DL-5PM,3D Lotto 5PM,"[""7"", ""8"", ""7""]",7-8-7,2025-12-14,17:00,4500,9,lottomatik,3DLS0001193
2DL-9PM,2D Lotto 9PM,"[""05"", ""29""]",05-29,2025-12-14,21:00,4000,10,lottomatik,2DLS0001194
3DL-9PM,3D Lotto 9PM,"[""5"", ""0"", ""4""]",5-0-4,2025-12-14,21:00,4500,6,lottomatik,3DLS0001194
SL49,Superlotto 6/49,"[""42"", ""43"", ""37"", ""09"", ""45"", ""36""]",42-43-37-09-45-36,2025-12-14,21:00,51519188.2,0,lottomatik,SL49S0000171
UL58,Ultra Lotto 6/58,"[""49"", ""43"", ""14"", ""06"", ""18"", ""19""]",49-43-14-06-18-19,2025-12-14,21:00,49500000,0,lottomatik,UL58S0000171
2DL-2PM,2D Lotto 2PM,"[""09"", ""18""]",09-18,2025-12-15,14:00,4000,8,lottomatik,2DLS0001195
2DL-5PM,2D Lotto 5PM,"[""02"", ""16""]",02-16,2025-12-15,17:00,4000,8,lottomatik,2DLS0001196
3DL-5PM,3D Lotto 5PM,"[""3"", ""3"", ""7""]",3-3-7,2025-12-15,17:00,4500,0,lottomatik,3DLS0001196
2DL-9PM,2D Lotto 9PM,"[""17"", ""18""]",17-18,2025-12-15,21:00,4000,5,lottomatik,2DLS0001197
3DL-9PM,3D Lotto 9PM,"[""7"", ""5"", ""6""]",7-5-6,2025-12-15,21:00,4500,4,lottomatik,3DLS0001197
4DL,4D Lotto,"[""6"", ""8"", ""0"", ""7""]",6-8-0-7,2025-12-15,21:00,987636,13,lottomatik,4DLS0000171
GL55,Grand Lotto 6/55,"[""25"", ""54"", ""15"", ""38"", ""45"", ""28""]",25-54-15-38-45-28,2025-12-15,21:00,212219015.8,0,lottomatik,GL55S0000172
ML45,Megalotto 6/45,"[""10"", ""21"", ""23"", ""30"", ""01"", ""15""]",10-21-23-30-01-15,2025-12-15,21:00,25111918.2,1,lottomatik,ML45S0000171
2DL-2PM,2D Lotto 2PM,"[""29"", ""04""]",29-04,2025-12-16,14:00,4000,0,lottomatik,2DLS0001198
2DL-5PM,2D Lotto 5PM,"[""03"", ""05""]",03-05,2025-12-16,17:00,4000,4,lottomatik,2DLS0001199
3DL-5PM,3D Lotto 5PM,"[""4"", ""7"", ""5""]",4-7-5,2025-12-16,17:00,4500,1,lottomatik,3DLS0001199
2DL-9PM,2D Lotto 9PM,"[""30"", ""29""]",30-29,2025-12-16,21:00,4000,2,lottomatik,2DLS0001200
3DL-9PM,3D Lotto 9PM,"[""6"", ""0"", ""4""]",6-0-4,2025-12-16,21:00,4500,6,lottomatik,3DLS0001200
6DL,6D Lotto,"[""9"", ""4"", ""6"", ""6"", ""7"", ""4""]",9-4-6-6-7-4,2025-12-16,21:00,2459373.28,0,lottomatik,6DLS0000171
LOTTO42,Lotto 6/42,"[""15"", ""19"", ""24"", ""41"", ""42"", ""05""]",15-19-24-41-42-05,2025-12-16,21:00,49195100.4,1,lottomatik,LOTTO42S0000171
SL49,Superlotto 6/49,"[""10"", ""30"", ""13"", ""19"", ""32"", ""26""]",10-30-13-19-32-26,2025-12-16,21:00,55343237.6,0,lottomatik,SL49S0000172
UL58,Ultra Lotto 6/58,"[""35"", ""37"", ""14"", ""01"", ""43"", ""12""]",35-37-14-01-43-12,2025-12-16,21:00,49500000,0,lottomatik,UL58S0000172
2DL-2PM,2D Lotto 2PM,"[""19"", ""17""]",19-17,2025-12-17,14:00,4000,0,lottomatik,2DLS0001201
3DL-2PM,3D Lotto 2PM,"[""9"", ""4"", ""4""]",9-4-4,2025-12-17,14:00,4500,6,lottomatik,3DLS0001201
2DL-5PM,2D Lotto 5PM,"[""28"", ""30""]",28-30,2025-12-17,17:00,4000,2,lottomatik,2DLS0001202
3DL-5PM,3D Lotto 5PM,"[""2"", ""9"", ""6""]",2-9-6,2025-12-17,17:00,4500,2,lottomatik,3DLS0001202
2DL-2PM,2D Lotto 2PM,"[""19"", ""01""]",19-01,2025-12-18,14:00,4000,10,lottomatik,2DLS0001204
3DL-2PM,3D Lotto 2PM,"[""9"", ""0"", ""6""]",9-0-6,2025-12-18,14:00,4500,0,lottomatik,3DLS0001204
2DL-5PM,2D Lotto 5PM,"[""30"", ""18""]",30-18,2025-12-18,17:00,4000,5,lottomatik,2DLS0001205
3DL-5PM,3D Lotto 5PM,"[""1"", ""8"", ""6""]",1-8-6,2025-12-18,17:00,4500,2,lottomatik,3DLS0001205
2DL-9PM,2D Lotto 9PM,"[""31"", ""15""]",31-15,2025-12-18,21:00,4000,6,lottomatik,2DLS0001206
3DL-9PM,3D Lotto 9PM,"[""3"", ""2"", ""8""]",3-2-8,2025-12-18,21:00,4500,5,lottomatik,3DLS0001206
6DL,6D Lotto,"[""3"", ""0"", ""9"", ""7"", ""3"", ""9""]",3-0-9-7-3-9,2025-12-18,21:00,3342522.6,0,lottomatik,6DLS0000172
LOTTO42,Lotto 6/42,"[""03"", ""39"", ""17"", ""06"", ""10"", ""26""]",03-39-17-06-10-26,2025-12-18,21:00,5940000,0,lottomatik,LOTTO42S0000172
SL49,Superlotto 6/49,"[""17"", ""32"", ""07"", ""25"", ""45"", ""21""]",17-32-07-25-45-21,2025-12-18,21:00,60281173.2,0,lottomatik,SL49S0000173
2DL-5PM,2D Lotto 5PM,"[""08"", ""06""]",08-06,2025-12-19,17:00,4000,1,lottomatik,2DLS0001208
2DL-9PM,2D Lotto 9PM,"[""29"", ""21""]",29-21,2025-12-19,21:00,4000,1,lottomatik,2DLS0001209
3DL-9PM,3D Lotto 9PM,"[""0"", ""3"", ""9""]",0-3-9,2025-12-19,21:00,4500,4,lottomatik,3DLS0001209
4DL,4D Lotto,"[""5"", ""1"", ""7"", ""4""]",5-1-7-4,2025-12-19,21:00,1056770,55,lottomatik,4DLS0000173
ML45,Megalotto 6/45,"[""07"", ""43"", ""35"", ""44"", ""33"", ""41""]",07-43-35-44-33-41,2025-12-19,21:00,8910000,0,lottomatik,ML45S0000173
UL58,Ultra Lotto 6/58,"[""35"", ""23"", ""50"", ""07"", ""31"", ""02""]",35-23-50-07-31-02,2025-12-19,21:00,49500000,0,lottomatik,UL58S0000173
2DL-2PM,2D Lotto 2PM,"[""28"", ""23""]",28-23,2025-12-20,14:00,4000,7,lottomatik,2DLS0001210
3DL-2PM,3D Lotto 2PM,"[""3"", ""0"", ""5""]",3-0-5,2025-12-20,14:00,4500,10,lottomatik,3DLS0001210
2DL-5PM,2D Lotto 5PM,"[""25"", ""03""]",25-03,2025-12-20,17:00,4000,2,lottomatik,2DLS0001211
3DL-5PM,3D Lotto 5PM,"[""3"", ""2"", ""9""]",3-2-9,2025-12-20,17:00,4500,0,lottomatik,3DLS0001211
2DL-9PM,2D Lotto 9PM,"[""21"", ""31""]",21-31,2025-12-20,21:00,4000,7,lottomatik,2DLS0001212
3DL-9PM,3D Lotto 9PM,"[""6"", ""5"", ""5""]",6-5-5,2025-12-20,21:00,4500,4,lottomatik,3DLS0001212
6DL,6D Lotto,"[""0"", ""5"", ""1"", ""4"", ""9"", ""6""]",0-5-1-4-9-6,2025-12-20,21:00,3392522.6,0,lottomatik,6DLS0000173
GL55,Grand Lotto 6/55,"[""05"", ""45"", ""03"", ""35"", ""49"", ""42""]",05-45-03-35-49-42,2025-12-20,21:00,230550309,0,lottomatik,GL55S0000174
LOTTO42,Lotto 6/42,"[""03"", ""22"", ""21"", ""33"", ""04"", ""17""]",03-22-21-33-04-17,2025-12-20,21:00,6504897.6,0,lottomatik,LOTTO42S0000173
2DL-5PM,2D Lotto 5PM,"[""23"", ""14""]",23-14,2025-12-21,17:00,4000,5,lottomatik,2DLS0001214
3DL-5PM,3D Lotto 5PM,"[""6"", ""3"", ""0""]",6-3-0,2025-12-21,17:00,4500,4,lottomatik,3DLS0001214
2DL-9PM,2D Lotto 9PM,"[""11"", ""24""]",11-24,2025-12-21,21:00,4000,9,lottomatik,2DLS0001215
3DL-9PM,3D Lotto 9PM,"[""0"", ""4"", ""1""]",0-4-1,2025-12-21,21:00,4500,5,lottomatik,3DLS0001215
SL49,Superlotto 6/49,"[""24"", ""49"", ""06"", ""21"", ""04"", ""33""]",24-49-06-21-04-33,2025-12-21,21:00,65546126,0,lottomatik,SL49S0000174
UL58,Ultra Lotto 6/58,"[""08"", ""42"", ""51"", ""14"", ""17"", ""49""]",08-42-51-14-17-49,2025-12-21,21:00,49500000,0,lottomatik,UL58S0000174
2DL-2PM,2D Lotto 2PM,"[""17"", ""06""]",17-06,2025-12-22,14:00,4000,1,lottomatik,2DLS0001216
2DL-5PM,2D Lotto 5PM,"[""24"", ""27""]",24-27,2025-12-22,17:00,4000,5,lottomatik,2DLS0001217
3DL-5PM,3D Lotto 5PM,"[""9"", ""6"", ""2""]",9-6-2,2025-12-22,17:00,4500,2,lottomatik,3DLS0001217
2DL-9PM,2D Lotto 9PM,"[""22"", ""30""]",22-30,2025-12-22,21:00,4000,15,lottomatik,2DLS0001218
3DL-9PM,3D Lotto 9PM,"[""9"", ""4"", ""4""]",9-4-4,2025-12-22,21:00,4500,8,lottomatik,3DLS0001218
4DL,4D Lotto,"[""3"", ""2"", ""0"", ""1""]",3-2-0-1,2025-12-22,21:00,1014400,20,lottomatik,4DLS0000174
GL55,Grand Lotto 6/55,"[""53"", ""38"", ""23"", ""01"", ""10"", ""18""]",53-38-23-01-10-18,2025-12-22,21:00,240001724.6,0,lottomatik,GL55S0000175
ML45,Megalotto 6/45,"[""04"", ""41"", ""15"", ""16"", ""14"", ""36""]",04-41-15-16-14-36,2025-12-22,21:00,10504328.8,0,lottomatik,ML45S0000174
2DL-2PM,2D Lotto 2PM,"[""02"", ""15""]",02-15,2025-12-23,14:00,4000,11,lottomatik,2DLS0001219
2DL-5PM,2D Lotto 5PM,"[""27"", ""27""]",27-27,2025-12-23,17:00,4000,7,lottomatik,2DLS0001220
3DL-5PM,3D Lotto 5PM,"[""6"", ""2"", ""9""]",6-2-9,2025-12-23,17:00,4500,3,lottomatik,3DLS0001220
2DL-9PM,2D Lotto 9PM,"[""31"", ""28""]",31-28,2025-12-23,21:00,4000,7,lottomatik,2DLS0001221
3DL-9PM,3D Lotto 9PM,"[""3"", ""1"", ""7""]",3-1-7,2025-12-23,21:00,4500,15,lottomatik,3DLS0001221
6DL,6D Lotto,"[""1"", ""3"", ""3"", ""2"", ""5"", ""3""]",1-3-3-2-5-3,2025-12-23,21:00,3692000.6,0,lottomatik,6DLS0000174
LOTTO42,Lotto 6/42,"[""20"", ""02"", ""29"", ""31"", ""19"", ""12""]",20-02-29-31-19-12,2025-12-23,21:00,9716215.4,0,lottomatik,LOTTO42S0000174
SL49,Superlotto 6/49,"[""12"", ""10"", ""41"", ""16"", ""04"", ""27""]",12-10-41-16-04-27,2025-12-23,21:00,70588118.9,0,lottomatik,SL49S0000175
UL58,Ultra Lotto 6/58,"[""06"", ""43"", ""54"", ""12"", ""11"", ""13""]",06-43-54-12-11-13,2025-12-23,21:00,49500000,0,lottomatik,UL58S0000175
2DL-2PM,2D Lotto 2PM,"[""07"", ""05""]",07-05,2025-12-24,14:00,4000,11,lottomatik,2DLS0001222
3DL-2PM,3D Lotto 2PM,"[""6"", ""2"", ""5""]",6-2-5,2025-12-24,14:00,4500,13,lottomatik,3DLS0001222
2DL-5PM,2D Lotto 5PM,"[""17"", ""10""]",17-10,2025-12-24,17:00,4000,0,lottomatik,2DLS0001223
2DL-9PM,2D Lotto 9PM,"[""10"", ""05""]",10-05,2025-12-24,21:00,4000,14,lottomatik,2DLS0001224
3DL-9PM,3D Lotto 9PM,"[""9"", ""4"", ""6""]",9-4-6,2025-12-24,21:00,4500,2,lottomatik,3DLS0001224
4DL,4D Lotto,"[""9"", ""1"", ""5"", ""6""]",9-1-5-6,2025-12-24,21:00,841698,9,lottomatik,4DLS0000175
GL55,Grand Lotto 6/55,"[""18"", ""13"", ""39"", ""51"", ""19"", ""21""]",18-13-39-51-19-21,2025-12-24,21:00,248525475,0,lottomatik,GL55S0000176
ML45,Megalotto 6/45,"[""27"", ""24"", ""12"", ""18"", ""42"", ""03""]",27-24-12-18-42-03,2025-12-24,21:00,13829620.6,1,lottomatik,ML45S0000175
2DL-5PM,2D Lotto 5PM,"[""25"", ""26""]",25-26,2025-12-25,17:00,4000,2,lottomatik,2DLS0001226
3DL-5PM,3D Lotto 5PM,"[""8"", ""6"", ""0""]",8-6-0,2025-12-25,17:00,4500,0,lottomatik,3DLS0001226
2DL-9PM,2D Lotto 9PM,"[""20"", ""13""]",20-13,2025-12-25,21:00,4000,2,lottomatik,2DLS0001227
3DL-9PM,3D Lotto 9PM,"[""8"", ""6"", ""4""]",8-6-4,2025-12-25,21:00,4500,3,lottomatik,3DLS0001227
6DL,6D Lotto,"[""1"", ""0"", ""2"", ""0"", ""3"", ""0""]",1-0-2-0-3-0,2025-12-25,21:00,3741984,18,lottomatik,6DLS0000175
LOTTO42,Lotto 6/42,"[""18"", ""28"", ""38"", ""42"", ""12"", ""11""]",18-28-38-42-12-11,2025-12-25,21:00,11271463.8,0,lottomatik,LOTTO42S0000175
SL49,Superlotto 6/49,"[""44"", ""03"", ""29"", ""45"", ""34"", ""16""]",44-03-29-45-34-16,2025-12-25,21:00,73000006.1,0,lottomatik,SL49S0000176
2DL-2PM,2D Lotto 2PM,"[""02"", ""07""]",02-07,2025-12-26,14:00,4000,9,lottomatik,2DLS0001228
3DL-2PM,3D Lotto 2PM,"[""1"", ""2"", ""9""]",1-2-9,2025-12-26,14:00,4500,7,lottomatik,3DLS0001228
2DL-5PM,2D Lotto 5PM,"[""28"", ""02""]",28-02,2025-12-26,17:00,4000,2,lottomatik,2DLS0001229
2DL-9PM,2D Lotto 9PM,"[""11"", ""07""]",11-07,2025-12-26,21:00,4000,12,lottomatik,2DLS0001230
3DL-9PM,3D Lotto 9PM,"[""9"", ""3"", ""2""]",9-3-2,2025-12-26,21:00,4500,8,lottomatik,3DLS0001230
4DL,4D Lotto,"[""9"", ""6"", ""7"", ""7""]",9-6-7-7,2025-12-26,21:00,943880,8,lottomatik,4DLS0000176
ML45,Megalotto 6/45,"[""36"", ""20"", ""18"", ""32"", ""06"", ""24""]",36-20-18-32-06-24,2025-12-26,21:00,8910000,0,lottomatik,ML45S0000176
UL58,Ultra Lotto 6/58,"[""17"", ""04"", ""50"", ""19"", ""46"", ""28""]",17-04-50-19-46-28,2025-12-26,21:00,49500000,0,lottomatik,UL58S0000176
2DL-2PM,2D Lotto 2PM,"[""30"", ""20""]",30-20,2025-12-27,14:00,4000,2,lottomatik,2DLS0001231
3DL-2PM,3D Lotto 2PM,"[""2"", ""8"", ""3""]",2-8-3,2025-12-27,14:00,4500,13,lottomatik,3DLS0001231
2DL-5PM,2D Lotto 5PM,"[""31"", ""06""]",31-06,2025-12-27,17:00,4000,1,lottomatik,2DLS0001232
3DL-5PM,3D Lotto 5PM,"[""1"", ""6"", ""2""]",1-6-2,2025-12-27,17:00,4500,15,lottomatik,3DLS0001232
2DL-9PM,2D Lotto 9PM,"[""15"", ""07""]",15-07,2025-12-27,21:00,4000,3,lottomatik,2DLS0001233
3DL-9PM,3D Lotto 9PM,"[""9"", ""1"", ""0""]",9-1-0,2025-12-27,21:00,4500,11,lottomatik,3DLS0001233
6DL,6D Lotto,"[""0"", ""8"", ""0"", ""6"", ""3"", ""3""]",0-8-0-6-3-3,2025-12-27,21:00,339908.76,0,lottomatik,6DLS0000176
GL55,Grand Lotto 6/55,"[""41"", ""16"", ""45"", ""20"", ""52"", ""01""]",41-16-45-20-52-01,2025-12-27,21:00,258798014.2,0,lottomatik,GL55S0000177
LOTTO42,Lotto 6/42,"[""27"", ""20"", ""04"", ""35"", ""19"", ""42""]",27-20-04-35-19-42,2025-12-27,21:00,15202187.8,0,lottomatik,LOTTO42S0000176
2DL-5PM,2D Lotto 5PM,"[""27"", ""09""]",27-09,2025-12-28,17:00,4000,2,lottomatik,2DLS0001235
3DL-5PM,3D Lotto 5PM,"[""9"", ""7"", ""9""]",9-7-9,2025-12-28,17:00,4500,2,lottomatik,3DLS0001235
2DL-9PM,2D Lotto 9PM,"[""29"", ""17""]",29-17,2025-12-28,21:00,4000,0,lottomatik,2DLS0001236
3DL-9PM,3D Lotto 9PM,"[""4"", ""4"", ""4""]",4-4-4,2025-12-28,21:00,4500,20,lottomatik,3DLS0001236
SL49,Superlotto 6/49,"[""14"", ""21"", ""39"", ""34"", ""01"", ""18""]",14-21-39-34-01-18,2025-12-28,21:00,78914953.1,0,lottomatik,SL49S0000177
UL58,Ultra Lotto 6/58,"[""28"", ""44"", ""31"", ""12"", ""03"", ""23""]",28-44-31-12-03-23,2025-12-28,21:00,49500000,0,lottomatik,UL58S0000177
2DL-2PM,2D Lotto 2PM,"[""25"", ""28""]",25-28,2025-12-29,14:00,4000,6,lottomatik,2DLS0001237
2DL-5PM,2D Lotto 5PM,"[""25"", ""26""]",25-26,2025-12-29,17:00,4000,7,lottomatik,2DLS0001238
2DL-9PM,2D Lotto 9PM,"[""01"", ""09""]",01-09,2025-12-29,21:00,4000,15,lottomatik,2DLS0001239
3DL-9PM,3D Lotto 9PM,"[""5"", ""3"", ""2""]",5-3-2,2025-12-29,21:00,4500,8,lottomatik,3DLS0001239
4DL,4D Lotto,"[""5"", ""2"", ""1"", ""2""]",5-2-1-2,2025-12-29,21:00,480000,48,lottomatik,4DLS0000177
GL55,Grand Lotto 6/55,"[""44"", ""25"", ""14"", ""52"", ""45"", ""38""]",44-25-14-52-45-38,2025-12-29,21:00,269216884.2,0,lottomatik,GL55S0000178
ML45,Megalotto 6/45,"[""05"", ""35"", ""19"", ""38"", ""34"", ""08""]",05-35-19-38-34-08,2025-12-29,21:00,8910000,0,lottomatik,ML45S0000177
2DL-2PM,2D Lotto 2PM,"[""11"", ""19""]",11-19,2025-12-30,14:00,4000,17,lottomatik,2DLS0001240
3DL-2PM,3D Lotto 2PM,"[""7"", ""7"", ""6""]",7-7-6,2025-12-30,14:00,4500,6,lottomatik,3DLS0001240
2DL-5PM,2D Lotto 5PM,"[""29"", ""18""]",29-18,2025-12-30,17:00,4000,3,lottomatik,2DLS0001241
2DL-9PM,2D Lotto 9PM,"[""13"", ""18""]",13-18,2025-12-30,21:00,4000,12,lottomatik,2DLS0001242
3DL-9PM,3D Lotto 9PM,"[""3"", ""1"", ""5""]",3-1-5,2025-12-30,21:00,4500,9,lottomatik,3DLS0001242
6DL,6D Lotto,"[""1"", ""7"", ""5"", ""8"", ""0"", ""4""]",1-7-5-8-0-4,2025-12-30,21:00,878085.68,0,lottomatik,6DLS0000177
LOTTO42,Lotto 6/42,"[""06"", ""32"", ""29"", ""24"", ""37"", ""04""]",06-32-29-24-37-04,2025-12-30,21:00,19004723.6,1,lottomatik,LOTTO42S0000177
SL49,Superlotto 6/49,"[""08"", ""05"", ""36"", ""24"", ""29"", ""39""]",08-05-36-24-29-39,2025-12-30,21:00,83958495.3,0,lottomatik,SL49S0000178
UL58,Ultra Lotto 6/58,"[""20"", ""51"", ""13"", ""56"", ""37"", ""49""]",20-51-13-56-37-49,2025-12-30,21:00,202600000,0,lottomatik,UL58S0000178
2DL-5PM,2D Lotto 5PM,"[""20"", ""01""]",20-01,2025-12-31,17:00,4000,1,lottomatik,2DLS0001244
2DL-9PM,2D Lotto 9PM,"[""14"", ""27""]",14-27,2025-12-31,21:00,4000,3,lottomatik,2DLS0001245
3DL-9PM,3D Lotto 9PM,"[""9"", ""5"", ""4""]",9-5-4,2025-12-31,21:00,4500,0,lottomatik,3DLS0001245
4DL,4D Lotto,"[""1"", ""3"", ""2"", ""4""]",1-3-2-4,2025-12-31,21:00,810000,81,lottomatik,4DLS0000178
GL55,Grand Lotto 6/55,"[""50"", ""01"", ""41"", ""40"", ""32"", ""35""]",50-01-41-40-32-35,2025-12-31,21:00,278486984.6,0,lottomatik,GL55S0000179
ML45,Megalotto 6/45,"[""11"", ""20"", ""17"", ""22"", ""08"", ""26""]",11-20-17-22-08-26,2025-12-31,21:00,11021530,0,lottomatik,ML45S0000178
2DL-9PM,2D Lotto 9PM,"[""07"", ""21""]",07-21,2026-01-01,21:00,4000,3,lottomatik,2DLS0001248
3DL-9PM,3D Lotto 9PM,"[""5"", ""0"", ""7""]",5-0-7,2026-01-01,21:00,4500,1,lottomatik,3DLS0001248
6DL,6D Lotto,"[""6"", ""1"", ""6"", ""8"", ""3"", ""0""]",6-1-6-8-3-0,2026-01-01,21:00,1034226.48,0,lottomatik,6DLS0000178
LOTTO42,Lotto 6/42,"[""34"", ""35"", ""38"", ""01"", ""18"", ""41""]",34-35-38-01-18-41,2026-01-01,21:00,5940000,1,lottomatik,LOTTO42S0000178
SL49,Superlotto 6/49,"[""23"", ""30"", ""19"", ""18"", ""41"", ""21""]",23-30-19-18-41-21,2026-01-01,21:00,86393934.3,0,lottomatik,SL49S0000179
2DL-9PM,2D Lotto 9PM,"[""09"", ""22""]",09-22,2026-01-02,21:00,4000,3,lottomatik,2DLS0001251
3DL-9PM,3D Lotto 9PM,"[""4"", ""9"", ""1""]",4-9-1,2026-01-02,21:00,4500,14,lottomatik,3DLS0001251
4DL,4D Lotto,"[""7"", ""0"", ""5"", ""0""]",7-0-5-0,2026-01-02,21:00,669916,13,lottomatik,4DLS0000179
ML45,Megalotto 6/45,"[""44"", ""21"", ""19"", ""10"", ""18"", ""11""]",44-21-19-10-18-11,2026-01-02,21:00,14435567,1,lottomatik,ML45S0000179
UL58,Ultra Lotto 6/58,"[""44"", ""56"", ""17"", ""24"", ""30"", ""53""]",44-56-17-24-30-53,2026-01-02,21:00,202600000,0,lottomatik,UL58S0000179
2DL-5PM,2D Lotto 5PM,"[""18"", ""09""]",18-09,2026-01-03,17:00,4000,7,lottomatik,2DLS0001253
2DL-9PM,2D Lotto 9PM,"[""17"", ""31""]",17-31,2026-01-03,21:00,4000,2,lottomatik,2DLS0001254
3DL-9PM,3D Lotto 9PM,"[""2"", ""0"", ""4""]",2-0-4,2026-01-03,21:00,4500,9,lottomatik,3DLS0001254
6DL,6D Lotto,"[""8"", ""2"", ""9"", ""4"", ""8"", ""3""]",8-2-9-4-8-3,2026-01-03,21:00,1894485.12,0,lottomatik,6DLS0000179
GL55,Grand Lotto 6/55,"[""13"", ""42"", ""06"", ""45"", ""24"", ""33""]",13-42-06-45-24-33,2026-01-03,21:00,288616075,1,lottomatik,GL55S0000180
LOTTO42,Lotto 6/42,"[""41"", ""18"", ""32"", ""23"", ""10"", ""39""]",41-18-32-23-10-39,2026-01-03,21:00,5940000,0,lottomatik,LOTTO42S0000179
2DL-9PM,2D Lotto 9PM,"[""07"", ""23""]",07-23,2026-01-04,21:00,4000,3,lottomatik,2DLS0001257
3DL-9PM,3D Lotto 9PM,"[""0"", ""4"", ""9""]",0-4-9,2026-01-04,21:00,4500,10,lottomatik,3DLS0001257
SL49,Superlotto 6/49,"[""35"", ""19"", ""13"", ""39"", ""23"", ""24""]",35-19-13-39-23-24,2026-01-04,21:00,91996756.7,0,lottomatik,SL49S0000180
UL58,Ultra Lotto 6/58,"[""19"", ""50"", ""20"", ""51"", ""37"", ""52""]",19-50-20-51-37-52,2026-01-04,21:00,202600000,0,lottomatik,UL58S0000180
2DL-2PM,2D Lotto 2PM,"[""15"", ""04""]",15-04,2026-01-05,14:00,4000,0,lottomatik,2DLS0001258
3DL-2PM,3D Lotto 2PM,"[""6"", ""5"", ""8""]",6-5-8,2026-01-05,14:00,4500,13,lottomatik,3DLS0001258
2DL-5PM,2D Lotto 5PM,"[""20"", ""24""]",20-24,2026-01-05,17:00,4000,3,lottomatik,2DLS0001259
2DL-9PM,2D Lotto 9PM,"[""31"", ""20""]",31-20,2026-01-05,21:00,4000,3,lottomatik,2DLS0001260
3DL-9PM,3D Lotto 9PM,"[""2"", ""9"", ""7""]",2-9-7,2026-01-05,21:00,4500,17,lottomatik,3DLS0001260
